coder,unique_id,long_cite,link,grammatical_class,paper_eligibility,exclusion_reason,short_cite, data_source,expt_num,plot_label,expt_condition,dependent_measure,response_mode,test_type,n_1,x_1,x_2_raw,x_2,SD_1,SD_2_raw,SE,SD_2,t,d,same_infant,language,mean_age,productive_vocab_mean,productive_vocab_median,population_type,sentence_structure,agent_argument_type,patient_argument_type,verb_type,stimuli_type,stimuli_modality,stimuli_actor,transitive_event_type,intransitive_event_type,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,N_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,example_target_sentence,test_question,inclusion_certainty,note
anjie,kon2015,"Kon, M., Göksun, T., Bagci, A., & Arunachalam, S. (2015). Verb acquisition in English and Turkish: The role of processing. In Online Proceedings of the 40th Annual Boston University Conference on Language Development (BUCLD). Retrieved from http://www. bu. edu/bucld/bucld-40-online-proceedings-supplement.",https://lclab.ku.edu.tr/wp-content/uploads/2015/10/Kon-et-al._BUCLD_2016.pdf,verb,exclude,two scenes are both single person doing action,"Kon, M., Göksun, T., Bagci, A., & Arunachalam, S. (2015).",figure_2,1,"Kon, Göksun, Bagci, & Arunachalam, (2015) - 1b",two_adjectives_different,point,,action,16,0.56,,0.50,0.06,,,0.06,,,no,English ,"1,187.16",NA,NA,typically_developing ,intransitive,noun_with_adjectives,NA,fake_verb,video_person,video,person ,,,simultaneous,no,yes,distributed,4.00,1.00,1.00,2.00,"The nice, tall girl is fezzing. ",Where's fezzing? Point to fezzing!,1.00,adjective for noun 
anjie,kon2015,"Kon, M., Göksun, T., Bagci, A., & Arunachalam, S. (2015). Verb acquisition in English and Turkish: The role of processing. In Online Proceedings of the 40th Annual Boston University Conference on Language Development (BUCLD). Retrieved from http://www. bu. edu/bucld/bucld-40-online-proceedings-supplement.",https://lclab.ku.edu.tr/wp-content/uploads/2015/10/Kon-et-al._BUCLD_2016.pdf,verb,exclude,two scenes are both single person doing action,"Kon, M., Göksun, T., Bagci, A., & Arunachalam, S. (2015).",figure_2,1,"Kon, Göksun, Bagci, & Arunachalam, (2015) - 1c",two_adjectives_same ,point,,action,16,0.51,,0.50,0.04,,,0.04,,,no,English ,"1,187.16",NA,NA,typically_developing ,intransitive,noun_with_adjectives,NA,fake_verb,video_person,video,person ,,,simultaneous,no,yes,distributed,4.00,1.00,1.00,2.00,"The nice, tall girl is fezzing. ",Where's fezzing? Point to fezzing!,1.00,adjective for noun 
izzy,leischner2016,"Leischner, F. N., Weissenborn, J., & Naigles, L. R. (2016). Universal and Language-Specific Patterns in the Acquisition of Verb Argument Structures in German. Language Learning and Development, 12(2), 116-137.",https://www.tandfonline.com/doi/pdf/10.1080/15475441.2015.1052450?needAccess=true,verb,exclude,did not report new results for English speaking participants ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
izzy,lidz2001,"Lidz, Jeffrey; Gleitman, Henry; and Gleitman, Lila, ""Kidz in the 'Hood: Syntactic Bootstrapping and the Mental Lexicon"" (2001). IRCS Technical Reports Series. 20.http://repository.upenn.edu/ircs_reports/20",https://repository.upenn.edu/cgi/viewcontent.cgi?article=1018&context=ircs_reports,verb,exclude,act out procedure ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
izzy,lidz2004,"Lidz, J., Gleitman, H., & Gleitman, L. (2001). 2004. Kidz in the’hood: Syntactic bootstrapping and the mental lexicon. In University of Pennsylvania, Institute.",http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.192.4014,verb,exclude,duplicate,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
izzy/anjie,lidz2009,"Lidz, J., Bunger, A., Leddon, E., Baier, R., & Waxman, S. R. (2009). When one cue is better than two: Lexical vs. syntactic cues to verb learning. Unpublished manuscript.< http://ling. umd. edu/labs/acquisition/papers/2009/LidzBungerLeddonBaierWaxman2009. pdf.",https://www.researchgate.net/profile/Jeffrey_Lidz/publication/228542830_When_one_cue_is_better_than_two_Lexical_vs_Syntactic_Cues_to_Verb_Learning/links/02bfe512def60ae77c000000.pdf,verb,exclude,flower spining and flower moving up and down,"Lidz, J., Bunger, A., Leddon, E., Baier, R., & Waxman, S. R. (2009)",table_3,1,N/A,low_lexical,looking_duration,,action,16,0.51,0.30,0.50,0.06,0.04,,0.06,,,no,English,697.08,190.00,NA,typically_developing,intransitive,noun_and_pronoun,NA,fake_verb,video_person,video,non_person,,,asynchronous,NA,NA,distributed,4.00,1.00,9.00,5.00,Look! The flower is blicking.,Which one is blicking?,1.00,contrast event
izzy/anjie,lidz2009,"Lidz, J., Bunger, A., Leddon, E., Baier, R., & Waxman, S. R. (2009). When one cue is better than two: Lexical vs. syntactic cues to verb learning. Unpublished manuscript.< http://ling. umd. edu/labs/acquisition/papers/2009/LidzBungerLeddonBaierWaxman2009. pdf.",https://www.researchgate.net/profile/Jeffrey_Lidz/publication/228542830_When_one_cue_is_better_than_two_Lexical_vs_Syntactic_Cues_to_Verb_Learning/links/02bfe512def60ae77c000000.pdf,verb,exclude,flower spining and flower moving up and down,"Lidz, J., Bunger, A., Leddon, E., Baier, R., & Waxman, S. R. (2009)",table_3,1,N/A,high_lexical,looking_duration,,action,16,0.35,0.37,0.50,0.05,0.04,,0.05,,,no,English,697.08,190.00,NA,typically_developing,intransitive,noun,NA,fake_verb,video_person,video,non_person,,,asynchronous,NA,NA,distributed,4.00,1.00,9.00,5.00,Look! That thing is blicking!,Which one is blicking?,1.00,contrast event
izzy/anjie,lidz2009,"Lidz, J., Bunger, A., Leddon, E., Baier, R., & Waxman, S. R. (2009). When one cue is better than two: Lexical vs. syntactic cues to verb learning. Unpublished manuscript.< http://ling. umd. edu/labs/acquisition/papers/2009/LidzBungerLeddonBaierWaxman2009. pdf.",https://www.researchgate.net/profile/Jeffrey_Lidz/publication/228542830_When_one_cue_is_better_than_two_Lexical_vs_Syntactic_Cues_to_Verb_Learning/links/02bfe512def60ae77c000000.pdf,verb,exclude,flower spining and flower moving up and down,"Lidz, J., Bunger, A., Leddon, E., Baier, R., & Waxman, S. R. (2009)",table_4,2,N/A,familiarization_low_lexical,looking_duration,,action,16,0.49,0.36,0.50,0.06,0.04,,0.06,,,no,English,697.08,192.00,NA,typically_developing,intransitive,noun_and_pronoun,NA,fake_verb,video_person,video,non_person,,,asynchronous,yes,NA,distributed,4.00,1.00,9.00,5.00,Look! The flower is blicking.,Which one is blicking?,1.00,contrast event
izzy/anjie,lidz2009,"Lidz, J., Bunger, A., Leddon, E., Baier, R., & Waxman, S. R. (2009). When one cue is better than two: Lexical vs. syntactic cues to verb learning. Unpublished manuscript.< http://ling. umd. edu/labs/acquisition/papers/2009/LidzBungerLeddonBaierWaxman2009. pdf.",https://www.researchgate.net/profile/Jeffrey_Lidz/publication/228542830_When_one_cue_is_better_than_two_Lexical_vs_Syntactic_Cues_to_Verb_Learning/links/02bfe512def60ae77c000000.pdf,verb,exclude,flower spining and flower moving up and down,"Lidz, J., Bunger, A., Leddon, E., Baier, R., & Waxman, S. R. (2009)",table_4,2,N/A,familiarization_high_lexical,looking_duration,,action,16,0.60,0.39,0.50,0.05,0.04,,0.05,,,no,English,697.08,192.00,NA,typically_developing,intransitive,noun,NA,fake_verb,video_person,video,non_person,,,asynchronous,yes,NA,distributed,4.00,1.00,9.00,5.00,Look! That thing is blicking!,Which one is blicking?,1.00,contrast event
anjie,messenger2014,"Messenger, K., Yuan, S., & Fisher, C. (2015). Learning verb syntax via listening: New evidence from 22-month-olds. Language Learning and Development, 11(4), 356-368.",https://www.tandfonline.com/doi/full/10.1080/15475441.2014.978331?scroll=top&needAccess=true,verb,exclude,using different verbs,"Messenger, K., Yuan, S., & Fisher, C. (2015)",figure_2,1,"Messenger, Yuan, & Fisher, (2015) - 1c",different_transitive,looking_duration,,action,8,0.49,,0.50,0.15,,,0.15,,,no,English,684.90,NA,38.00,typically_developing,transitive,noun_and_pronoun,noun,fake_verb,video_person,video,person,,,asynchronous,NA,yes,mass,1.00,2.00,16.00,2.00,And Bill was blicking the duck. ,Find X-ing!,1.00,different verb
anjie,messenger2014,"Messenger, K., Yuan, S., & Fisher, C. (2015). Learning verb syntax via listening: New evidence from 22-month-olds. Language Learning and Development, 11(4), 356-368.",https://www.tandfonline.com/doi/full/10.1080/15475441.2014.978331?scroll=top&needAccess=true,verb,exclude,using different verbs,"Messenger, K., Yuan, S., & Fisher, C. (2015)",figure_2,1,"Messenger, Yuan, & Fisher, (2015) - 1d",different_intransitive,looking_duration,,action,8,0.46,,0.50,0.14,,,0.14,,,no,English,684.90,NA,38.00,typically_developing,intransitive,noun_and_pronoun,NA,fake_verb,video_person,video,person,,,asynchronous,NA,yes,mass,1.00,2.00,16.00,2.00,And Bill was blicking.,Find X-ing!,1.00,different verb
izzy,mills2018,"Mills, A., & van Hout, A. 2018 Friday Poster 6679.",http://www.bu.edu/bucld/conference-info/browse-abstracts-2018/2018-friday-poster-6679/,verb,exclude,manner vs results matching (positive correlation between age and result-biase),,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
izzy,mills2019,"Mills, A., & van Hout, A. (2019). Cognitive Bias Overrides Syntactic Bootstrapping in Novel Verb Learning.",https://www.rug.nl/research/portal/files/83570340/BUCLD43_32.pdf,verb,exclude,test_content_manner_result,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
izzy,moyle2007,"Moyle, M. J., Weismer, S. E., Evans, J. L., & Lindstrom, M. J. (2007). Longitudinal relationships between lexical and grammatical development in typical and late-talking children. Journal of Speech, Language, and Hearing Research.",https://pubs.asha.org/doi/abs/10.1044/1092-4388%282007/035%29,,exclude,no typical experiments ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
izzy,naigles1986,"Naigles, L., Gleitman, L. R., & Gleitman, H. (1986). Children acquire word meaning components from syntactic evidence. Language and cognition: A developmental perspective. Norwood, NJ: Ablex.",https://www.researchgate.net/profile/Letitia_Naigles/publication/239027352_Children_acquire_word_meaning_components_from_syntactic_evidence/links/00b7d52f155d4d9f2f000000.pdf,verb,exclude,act out ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
izzy,naigles1987,"Naigles, L. (1987). From Linguistic Form to Meaning: Evidence for Syntactic Bootstrapping by Two-Year-Olds.",https://eric.ed.gov/?id=ED293655,verb,exclude,using real verb; first presentation does not have syntax,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maya,naigles1989a,"Naigles, L. (1989). Syntactic Bootstrapping: A Partial Solution to the Induction Problem of Verb Learning.",https://eric.ed.gov/?id=ED308963 ,verb,exclude,duplicate ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
izzy,naigles1989b,"Naigles, L. (1989). Syntactic Bootstrapping: A Partial Solution to the Induction Problem of Verb Learning.",https://eric.ed.gov/?id=ED308963,verb,exclude,duplicate,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
izzy,naigles1989c,"Naigles, L. R. (1989). Syntactic bootstrapping as a procedure for verb learning.",https://www.elibrary.ru/item.asp?id=7551423,verb,exclude,no_access,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maya,naigles1992,"Naigles, L. G. (1992). SAAAAAAAS S J4. Cognitive Development, 7, 403-427.",https://www.researchgate.net/profile/Letitia_Naigles/publication/222462780_Developmental_shifts_in_the_construction_of_verb_meanings/links/5c013ca4299bf1a3c156da11/Developmental-shifts-in-the-construction-of-verb-meanings.pdf,verb,exclude,act out ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maya,naigles1995,"Naigles, L. R., & Hoff-Ginsberg, E. (1995). Input to verb learning: Evidence for the plausibility of syntactic bootstrapping. Developmental Psychology, 31(5), 827–837. https://doi.org/10.1037/0012-1649.31.5.827",https://psycnet.apa.org/record/1996-00939-001,verb,exclude,no experiment ,,,,N/A,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,
maya,naigles1996,"Naigles, L. R. (1996). The use of multiple frames in verb learning via syntactic bootstrapping. Cognition, 58(2), 221-251.",https://www.sciencedirect.com/science/article/abs/pii/0010027795006818,verb,exclude,duplicate,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maya/anjie,naigles2011,"Naigles, L. R., Kelty, E., Jaffery, R., & Fein, D. (2011). Abstractness and continuity in the syntactic development of young children with autism. Autism Research, 4(6), 422-437.",https://onlinelibrary.wiley.com/doi/full/10.1002/aur.223?casa_token=Gny81KxMUrQAAAAA%3Adhn9dMHKXEwe1lAgt2RHsmj5fErzaV97YT5ad20C-S_-Op9-RR5jmfF9zq42yzO5IcFE133jdnM,verb,exclude,ASD children ,"Naigles, L. R., Kelty, E., Jaffery, R., & Fein, D. (2011).",table_vi,1,N/A,transitive_intransitive,looking_duration,,action,17,0.48,0.40,0.50,0.18,0.11,,0.17,2.51,0.82,naigles2011,English,"1,000.26",94.11,NA,ASD,transitive,noun,noun,fake_verb,video_animal,video,non-person,direct_caused_action,parallel_actions,immediate_after,NA,NA,distributed,2.00,2.00,3.00,6.00,the duck is gorping the bunny!,They're different now! Where is gorping now?Find gorping!,2.00,
maya,naigles2017,"Naigles, L. R., & Fein, D. (2017). Looking through their eyes: Tracking early language comprehension in ASD.",https://psycnet.apa.org/record/2016-23107-004,unknown,exclude,no access,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maya,naigles2018,"Naigles, L. R., & Piskin, J. (2018). Lexical and Syntactic Influences on Children’s Acquisition of Verb Argument Structure: Comparing Typical Children and Children with Autism Spectrum Disorder.",http://www.lingref.com/bucld/42/BUCLD42-44.pdf,verb,exclude,act out ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maya,oetting1999,"Oetting, J. B. (1999). Children with SLI use argument structure cues to learn verbs. Journal of Speech, Language, and Hearing Research, 42(5), 1261-1274.",https://search.proquest.com/docview/232355226?pq-origsite=gscholar,verb,exclude,SLI children ,"Oetting, J. B. (1999).",results_text,2,N/A,verb_interpretation_SLI,point_scene,,action,20,0.61,,0.50,0.15,,,0.15,3.33,,no,English,"2,348.45",NA,NA,SLI,transitive,,,fake_verb,video_person/puppet/animal,video,person,,,simultaneous,,,,,,,,,,,
maya,oetting1999,"Oetting, J. B. (1999). Children with SLI use argument structure cues to learn verbs. Journal of Speech, Language, and Hearing Research, 42(5), 1261-1274.",https://search.proquest.com/docview/232355226?pq-origsite=gscholar,verb,exclude,data is not splitted between transitive and intransitive,"Oetting, J. B. (1999).",results_text,2,Oetting (1999) - 2a,verb_interpretation_4N,point_scene,,aciton,20,0.68,,0.50,0.20,,,0.20,4.13,,no,English,"1,658.98",NA,NA,typically_developing,transitive,noun,noun ,fake_verb,video_person/puppet/animal,video,person,,,simultaneous,,,,,,,,,,1.00,
maya,oetting1999,"Oetting, J. B. (1999). Children with SLI use argument structure cues to learn verbs. Journal of Speech, Language, and Hearing Research, 42(5), 1261-1274.",https://search.proquest.com/docview/232355226?pq-origsite=gscholar,verb,exclude,data is not splitted between transitive and intransitive,"Oetting, J. B. (1999).",results_text,2,Oetting (1999) - 2b,verb_interpretation_6N,point_scene,,action,20,0.84,,0.50,0.15,,,0.15,10.56,,no,English,"2,298.22",NA,NA,typically_developing,intransitive,two_noun,NA,fake_verb,video_person/puppet/animal,video,person,,,simultaneous,,,,,,,,,,1.00,
maya,ohara2010,"O'Hara, M. and Johnston, J. (1997), Syntactic bootstrapping in children with specific language impairment. International Journal of Language & Communication Disorders, 32: 189-205. doi:10.3109/13682829709020403",https://onlinelibrary.wiley.com/doi/abs/10.3109/13682829709020403,verb,exclude,act out ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maya,panamsky2011,"Panamsky, L. (2011). Sentential Cross-Situational Learning: The Combined Efforts Of Statistical And Syntactic Cues In Word Learning.",https://era.ed.ac.uk/bitstream/handle/1842/6026/Panamsky%202011%20MSc.pdf?sequence=1&isAllowed=y,both,exclude,experiment too different (XSL),,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maya,partrick2013,"Patrick, K. E., Hurewitz, F., Booth, A. E., & Grieco-Calub, T. M. (2013, May). Word-mapping in autism: Evidence for backwards bootstrapping of social gaze strategies. In Boston University Conference on Language Development. Cascadilla Press.",https://www.researchgate.net/profile/Kristina_Patrick/publication/281684325_Word-Mapping_in_Autism_Evidence_for_Backwards_Bootstrapping_of_Social_Gaze_Strategies/links/55f42bd908ae63926cf26923/Word-Mapping-in-Autism-Evidence-for-Backwards-Bootstrapping-of-Social-Gaze-Strategies.pdf,noun ,exclude,grammatical_class_noun,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maya,pozzan2015,"Lucia Pozzan, Lila R. Gleitman & John C. Trueswell (2016) Semantic Ambiguity and Syntactic Bootstrapping: The Case of Conjoined-Subject Intransitive Sentences, Language Learning and Development, 12:1, 14-41, DOI: 10.1080/15475441.2015.1018420",https://www.tandfonline.com/doi/abs/10.1080/15475441.2015.1018420,verb,exclude,mean not available,"Lucia Pozzan, Lila R. Gleitman & John C. Trueswell (2016).",results_text,1,N/A,animate_animate,looking_duration,,aciton,45,0.57,,0.50,0.16,,,0.16,3.51,,no,English,"1,187.16",NA,NA,typically_developing,transitive,noun,noun,fake_verb,video_person,video,person,,,simultaneous,yes,yes,distributed,,,3.00,3.00,"Hey, watch! The boy is nizzing the umbrealla. See?",,,
maya,pozzan2015,"Lucia Pozzan, Lila R. Gleitman & John C. Trueswell (2016) Semantic Ambiguity and Syntactic Bootstrapping: The Case of Conjoined-Subject Intransitive Sentences, Language Learning and Development, 12:1, 14-41, DOI: 10.1080/15475441.2015.1018420",https://www.tandfonline.com/doi/abs/10.1080/15475441.2015.1018420,verb,exclude,mean not available,"Lucia Pozzan, Lila R. Gleitman & John C. Trueswell (2016).",results_text,1,N/A,animate_inanimate,looking_duration,,action,43,0.38,,0.50,0.13,,,0.13,2.96,,no,English,"1,248.04",NA,NA,typically_developing,intransitive,noun,NA,fake_verb,video_person,video,person,,,simultaneous,yes,yes,distributed,,,3.00,3.00,,,,
maya,ratitamkui2007,"Ratitamkul, T. (2007). Argument realization in Thai (Doctoral dissertation, University of Illinois at Urbana-Champaign).",https://www.ideals.illinois.edu/handle/2142/82641,,exclude,act out task ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maya,rice2000,"Rice, M. L., Cleave, P. L., & Oetting, J. B. (2000). The use of syntactic cues in lexical acquisition by children with SLI. Journal of Speech, Language, and Hearing Research, 43(3), 582-594.",https://pubs.asha.org/doi/abs/10.1044/jslhr.4303.582,noun ,exclude,task too different ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maya,savage2003,"Savage, C., Lieven, E., Theakston, A., & Tomasello, M. (2003). Testing the abstractness of children's linguistic representations: Lexical and structural priming of syntactic constructions in young children. Developmental Science, 6(5), 557-567.",https://onlinelibrary.wiley.com/doi/full/10.1111/1467-7687.00312,verb,exclude,asked to describe the picture ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maya,saylor2004,"Saylor, M. M., & Sabbagh, M. A. (2004). Different kinds of information affect word learning in the preschool years: The case of part‐term learning. Child Development, 75(2), 395-408.",https://s3.amazonaws.com/academia.edu.documents/45392313/Different_kinds_of_information_affect_wo20160505-4375-1290g96.pdf?response-content-disposition=inline%3B%20filename%3DDifferent_Kinds_of_Information_Affect_Wo.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIATUSBJ6BAPFJHVTHQ%2F20200401%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20200401T200753Z&X-Amz-Expires=3600&X-Amz-Security-Token=IQoJb3JpZ2luX2VjECwaCXVzLWVhc3QtMSJHMEUCIEvIfdDKMX4yt1ORC6Dp3ZUt2dfmoUgSQ5mWtGo9OZEtAiEA05MrfIxL04llImF7dSxITA%2BAkUGRanvmfv2vrTT4gXcqtAMINBAAGgwyNTAzMTg4MTEyMDAiDDoq1IFyjKpgaztzlSqRAx6Hf36fdEnWzEFF%2FrWV5cgocbx4y7Gl0eIzdlyvcRXGgZmKk9%2FBBoUZN1GEYc7bnKY9%2BaDlzZskJlycPEJ49DX9ZiTs1aAnseQL3aZ49Ot%2Fzh9qYzt0EyZYafnVIu%2Bqcnj%2FsGUnxts3KIPjJwxeSbbQgosawecgv3qOFXSsZ%2BHJRBJXaQYJlRq8ZutY5zUczsmvdHoFc9FptypdZWlnkcGUiqC3eeyMcIDfWhT77tNd3xd4luYJOITJoBa4y2wcigohw4LIsl6ZVx%2F5GLmxboNVFCzHO0UTgY2F8rZL1aSXsMGoVJOrOCuVRqis8u7LlYysp1kaVuy13U8WI7oIzvEFMeLmUmHaB8tufKLPAtpBAld99Rk7j3IPmDzI862zFedrqkKWCg8DQCSEr2KaeBB12wU2vwHcwUc%2BmtbYkOVS6MkWgp7rSv8fkQ5m9eZhlx9mLsDk1DrtBBYEFOckO8m9%2Frtf3lPWnXIE6lX6tZtTDiSRHIsfbDQGxmHVwbf2GiqHiOd6uj1xZmgUECyf6%2FNnMPTUk%2FQFOusBZwtpyj6ngHtsxxYGwwkH%2BOp98GndU1k0ALI%2BbVfH6rmTt5Sf7p%2BSVI1J980BKEJzmhO%2FtwABhs%2B7SA%2BnjpoBvnVzWVEHMoMQZDgQX9Zz%2B50CXQHznxj2tVdgPrBxlQ%2B2Hq4r1oWIJhpNK9UMrlNYOe502tdTt5AWD5OlLCzeQAIqeY3ZDgEGDu5uu96xiqm8iPYFSihvo0fcKYyvLlYAe3WyqkO7G716L1odU9LECNPDzuduLEIcICohk0t1URbdIrXJif6ZU1aJPdpYhKsg2sZRWD6a405SpW2SNgPARNe53GcxhfxBlezk3g%3D%3D&X-Amz-SignedHeaders=host&X-Amz-Signature=5ed7ceae6ce2b6d21133ec2e022c796e3b0e06b51d396d3d866ba97805996d0c,noun ,exclude,noun ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,scott2018,"Scott, R., Gertner, Y., & Fisher, C. (2018). Not all subjects are agents: transitivity and meaning in early language comprehension. In K. Syrrett & S. Arunachalam (Eds.), Semantics in language acquisition (pp. 154–176). Philadelphia, PA: John Benjamins.",https://www.jbe-platform.com/content/books/9789027263605-tilar.24.07sco,verb,exclude,,"Scott, R., Gertner, Y., & Fisher, C. (2018)",results_text,1,"Scott, Gertner, & Fisher, (2018) - 1a",transitive,looking_duration,,action,24,0.61,,0.5,0.2,,,0.2,2.58,0.54,no,English,703.164,NA,52,typical_developing,transitive,noun,noun,fake_verb,animation_non_person,animation,non_person,AGENT,AGENT,immediate_after,yes,yes,mass,1.00,3.00,7.00,4.00,The horse is gonna meek the dog; the horse is meeking the dog! the horse meeked the dog.,Find meeking!,2.00,
anjie,scott2018,"Scott, R., Gertner, Y., & Fisher, C. (2018). Not all subjects are agents: transitivity and meaning in early language comprehension. In K. Syrrett & S. Arunachalam (Eds.), Semantics in language acquisition (pp. 154–176). Philadelphia, PA: John Benjamins.",https://www.jbe-platform.com/content/books/9789027263605-tilar.24.07sco,verb,exclude,,"Scott, R., Gertner, Y., & Fisher, C. (2018)",results_text,2,"Scott, Gertner, & Fisher, (2018) - 2a",transitive,looking_duration,,action,24,0.57,,0.5,0.14,,,0.14,2.56,0.5,no,English,693.12,NA,55,typical_developing,transitive,noun,noun,fake_verb,animation_non_person,animation,non_person,AGENT,AGENT,immediate_after,yes,no,mass,1.00,3.00,7.00,4.00,The ball is gonna sned the flower; the ball is snedding the flower; the ball snedded the flower,Find snedding!,2.00,
anjie,shimpi2007,"Shimpi, P. M., Gámez, P. B., Huttenlocher, J., & Vasilyeva, M. (2007). Syntactic priming in 3-and 4-year-old children: Evidence for abstract representations of transitive and dative forms. Developmental psychology, 43(6), 1334.",https://www.researchgate.net/profile/Priya_Shimpi2/publication/5825906_Syntactic_Priming_in_3-_and_4-Year-Old_Children_Evidence_for_Abstract_Representations_of_Transitive_and_Dative_Forms/links/0deec51fbfd9b613c0000000.pdf,,exclude,children were asked to describe picture ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,snedeker2004,"Snedeker, J., & Trueswell, J. C. (2004). The developing constraints on parsing decisions: The role of lexical-biases and referential scenes in child and adult sentence processing. Cognitive psychology, 49(3), 238-299.",https://www.sciencedirect.com/science/article/abs/pii/S0010028504000258,noun,exclude,not testing the same thing ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,soja1991,"Soja, N. N., Carey, S., & Spelke, E. S. (1991). Ontological categories guide young children's inductions of word meaning: Object terms and substance terms. Cognition, 38(2), 179-211.",https://montilab.psych.ucla.edu/wp-content/uploads/sites/49/2017/01/Soja_etal_OntologicalCategories.pdf,noun ,exclude,mass/count distinction ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,sullivan2016,"Sullivan, J., & Barner, D. (2016). Discourse bootstrapping: Preschoolers use linguistic discourse to learn new words. Developmental science, 19(1), 63-75.",https://onlinelibrary.wiley.com/doi/full/10.1111/desc.12289,noun ,exclude,learning noun from discouse; viewing picture ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,tomasello1992,"Tomasello, M., & Kruger, A. C. (1992). Joint attention on actions: Acquiring verbs in ostensive and non-ostensive contexts. Journal of child language, 19(2), 311-333.",https://www.cambridge.org/core/journals/journal-of-child-language/article/joint-attention-on-actions-acquiring-verbs-in-ostensive-and-nonostensive-contexts/B659C1698B7DB605355BED232B89B0B2,verb,exclude,elicit production ,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,trueswell1999,"Trueswell, J. C., Sekerina, I., Hill, N. M., & Logrip, M. L. (1999). The kindergarten-path effect: Studying on-line sentence processing in young children. Cognition, 73(2), 89-134.",https://www.sciencedirect.com/science/article/abs/pii/S0010027799000323,verb,exclude,no novel verb,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anjie,valleau2017,"Valleau, M. J., & Arunachalam, S. (2017). The effects of linguistic context on visual attention while learning novel verbs. In Proceedings of the 41st Annual Boston University Conference on Language Development (pp. 691-705).",https://www.semanticscholar.org/paper/The-effects-of-linguistic-context-on-visual-while-Valleau-Arunachalam/93d1194fa3e60c9a4b69d29d42340412ba845005,verb,exclude,new object vs new action,"Valleau, M. J., & Arunachalam, S. (2017).",author_contact,1,N/A,Full_DP,pointing_scene,,action,20,0.55,,0.50,0.33,,,,,,no,English,"1,004.52",69.00,NA,typical_developing,transitive,noun ,noun,fake_verb,video_person,video,person,,,immediate_after,yes,yes,distributed,6.00,1.00,1.00,4.00,A girl is gonna pilk an unbrella. Let's see,Where do you see pilking? ,1.00,familiar action vs familiar object 
